Company_Name,Long_Term_Beta,Daily_One_Month_Range,Daily_Three_Month_Range,Weekly_One_Year_Range,Weekly_Two_Year_Range,two_Week_Two_Year_Range,Monthly_Two_Year_Range,1_month_return,12_month_return
INDIAMART,1.58,1.67,1.23,0.481,0.899,1.08,1.53,-3.659371765643131,1.0177270187865612
GOKEX,0.582,2.54,1.29,0.243,0.723,0.597,0.625,-3.640298171450093,116.07483899040145
KDDL,1.07,0.246,0.244,-0.156,0.659,0.714,0.918,-3.628571991338738,132.20562964096118
TNPETRO,0.985,3.24,1.49,1.3,1.08,0.873,0.725,-3.609920251454312,17.54270531117153
NOIDATOLL,0.433,0.142,0.516,-0.144,0.071,-0.325,0.558,-3.608241594614277,35.507250032462935
DTIL,0.886,3.13,1.62,1.14,1.06,0.911,0.611,-3.604651162790698,6.747363644265785
COUNCODOS,2.42,0.919,0.601,1.49,1.75,1.8,1.81,-3.571425226269879,40.25974621115712
BAJAJHCARE,0.0,2.12,0.544,0.721,1.12,1.43,2.11,-3.566121842496285,2.6249169742391887
CONCOR,1.18,2.73,1.73,1.45,1.08,1.22,1.2,-3.5590693499224697,65.2252727581888
SHIVALIK,0.0,3.41,1.59,0.427,1.1,0.679,1.23,-3.552714233698779,-24.74193894534994
LINCOLN,0.515,1.98,1.04,-0.316,0.163,0.278,0.749,-3.5524275754352503,64.56608485793558
HERANBA,0.0,2.01,0.925,0.807,0.603,0.904,1.25,-3.549610641178111,5.809132753320747
SPLIL,1.96,3.43,1.22,0.693,1.52,1.71,1.78,-3.527600506161204,-0.31695238205784
NBIFIN,0.75,1.04,0.482,-0.0203,0.273,0.599,0.25,-3.519807280513919,22.190586776729543
HBLPOWER,0.942,3.34,1.62,0.208,1.17,0.492,0.9,-3.511700966872307,396.7610975621065
IRMENERGY,0.0,2.9,1.07,0.0,0.0,0.0,0.0,-3.5104661545968847,5.727571901743395
ACC,0.892,2.35,1.12,1.55,1.28,0.983,1.35,-3.5091298302107727,53.33701328635554
BORORENEW,2.36,2.94,1.99,0.589,1.01,0.506,0.723,-3.5021952588342016,25.040517579262858
ALLSEC,1.05,1.59,0.836,-0.356,0.81,0.772,0.562,-3.484044176466922,53.090060841403286
TAINWALCHM,1.06,1.63,0.818,0.759,0.878,0.672,1.02,-3.4779425965327695,18.59031374759086
RIIL,0.869,3.65,1.83,1.23,1.26,0.878,1.18,-3.4600194420881407,63.874544751306885
VIKASECO,1.38,5.11,1.52,0.712,1.43,0.527,0.572,-3.448278130022205,55.555545744091575
VARDMNPOLY,1.59,1.0,0.671,0.548,1.1,1.33,0.777,-3.431674893183887,184.9023020783596
ORIENTALTL,1.74,0.863,1.1,0.898,0.778,1.28,2.16,-3.431367003335523,55.118118573258144
PTL,0.896,2.35,1.14,-0.203,0.5,0.562,0.137,-3.420752684598731,36.1736268638583
BALPHARMA,0.417,3.35,2.12,0.641,0.457,0.758,0.822,-3.414407365555832,39.90514326617054
BHARATFORG,1.28,0.988,1.4,0.825,1.25,1.09,0.773,-3.385901733917201,52.395329104389944
SPIC,1.69,4.23,1.99,1.53,1.91,1.46,1.06,-3.3827875063751853,34.10214250866681
BASML,1.62,4.76,1.81,0.958,1.42,1.19,1.27,-3.3805873252872756,9.789345507591106
MASFIN,0.806,1.27,0.226,0.114,0.913,0.649,0.786,-3.3680834001603848,19.615898046524656
CONTI,0.0,-0.163,-0.109,0.785,0.277,0.317,-0.53,-3.361341439939273,78.98832153473727
LICI,0.0,4.15,1.59,1.02,0.0,0.0,0.0,-3.3584813823314676,82.08141197921938
SOLARA,1.65,3.15,1.72,1.69,1.53,1.38,1.95,-3.3554687408332597,22.363176003271533
EMKAY,1.7,4.0,1.46,0.608,1.33,0.818,1.79,-3.351314330694629,85.4397547947614
ORIENTCER,1.03,2.69,1.95,0.71,0.952,1.02,0.727,-3.309485220607554,47.47611728991427
BANKBARODA,1.43,1.82,1.41,1.06,1.72,1.4,1.55,-3.308166848298012,65.81795660903768
GPTINFRA,1.26,3.83,1.2,0.388,0.784,0.549,0.866,-3.2782241214738153,257.3499147616545
CONTROLPR,0.093,0.567,0.405,0.489,0.661,0.598,0.461,-3.2721220764229675,82.02618334131543
KHANDSE,0.64,1.49,0.979,0.705,0.954,0.377,0.782,-3.2507717085509804,15.101290751663274
NDL,1.97,1.66,1.2,-0.354,1.06,1.99,1.24,-3.238868522672224,41.9801919767172
ACLGATI,1.77,2.18,1.24,1.16,1.25,0.784,1.19,-3.238681451039121,-4.967317601953976
SUNTV,0.769,2.08,1.2,0.685,0.874,0.799,0.775,-3.238579680222419,51.28322814020984
BIOCON,0.521,3.2,1.5,1.54,1.03,0.811,1.08,-3.2148596562104226,28.247197491878644
OSIAHYPER,0.0,1.6,-0.09,-0.462,0.924,1.1,-0.847,-3.211012599116507,-10.21276703963043
JKIL,0.613,3.85,2.04,1.16,0.728,0.409,0.285,-3.2093419521715836,145.88759507270672
WENDT,0.615,2.47,1.14,0.813,0.712,0.464,0.38,-3.2089736365110992,38.470897397666775
VERANDA,0.0,3.23,1.5,1.96,0.0,0.0,1.68,-3.192999146114097,4.1475795910861954
TORNTPHARM,0.379,1.15,0.353,0.27,0.379,0.428,0.569,-3.1875074690368015,65.37752758308729
ARIHANTCAP,0.0,3.49,1.36,0.99,0.977,0.839,0.171,-3.173312837638727,41.8355158948293
HDFCAMC,1.17,0.76,0.934,1.05,1.18,1.13,1.21,-3.1623053612695182,115.63146312023125
HEUBACHIND,1.15,2.6,0.81,0.525,0.738,1.1,1.57,-3.1565254576539408,63.270464791255755
DHAMPURSUG,1.34,2.0,1.04,0.291,1.43,1.23,1.15,-3.1407034774511455,-3.4036308207788446
GRANULES,0.761,1.97,1.0,1.01,1.09,1.06,0.719,-3.136036409695568,53.52028183707645
FAZE3Q,0.0,1.53,0.554,0.347,0.0,0.0,0.0,-3.095676345406764,22.0227141462
PERSISTENT,1.09,0.739,0.617,0.734,1.51,1.61,0.981,-3.089704261387517,77.71993709174035
SUNFLAG,1.11,3.4,0.753,2.22,1.11,0.26,1.15,-3.0837984845522,39.60665334959144
DEN,1.11,3.81,1.07,0.67,1.08,1.02,0.947,-3.063064437728744,91.1190052082476
ASTRAL,1.22,0.678,0.702,0.665,0.953,1.05,1.19,-3.059212112109885,53.8013252241288
STOVEKRAFT,0.0,1.68,0.936,0.512,0.726,0.888,0.48,-3.050772062843339,23.823649629077913
HEXATRADEX,1.66,1.34,0.713,0.755,0.401,0.55,0.39,-3.0476209852430554,2.2088374742801555
MIRZAINT,0.843,2.03,1.06,-0.667,0.085,-0.672,1.7,-3.042596395969915,46.17736428689836
ROSSARI,0.0,2.21,0.629,1.11,0.888,1.43,1.42,-3.0372570694868952,18.614798504170498
COALINDIA,0.438,2.63,1.86,0.738,1.1,0.952,0.931,-2.974054460213829,116.23300203703155
MARALOVER,1.7,3.8,1.29,0.954,1.56,1.24,0.723,-2.954999380015597,33.92029467705141
MUNJALSHOW,1.18,3.85,1.77,0.735,1.05,1.01,0.866,-2.9386815698918523,89.67420674942306
SPANDANA,1.58,3.25,1.2,0.726,1.5,1.42,0.876,-2.9297270903716215,68.7147696014652
EROSMEDIA,1.75,4.36,0.911,1.94,1.27,1.29,1.4,-2.914796595374021,-10.165978108544914
SANCO,1.62,1.71,0.103,0.748,0.618,0.452,1.07,-2.9126231570822863,-33.774836110125506
SOBHA,1.57,5.58,1.92,1.21,2.04,1.87,1.8,-2.8853330365181753,253.71577876353336
IEX,1.29,2.6,2.16,1.52,1.08,1.0,1.17,-2.8714544586028796,8.192101425012343
ORIENTPPR,1.47,2.94,1.57,0.481,1.29,1.23,0.988,-2.863207306742912,20.209976565142316
GVPTECH,0.0,0.694,0.302,-0.464,0.0,0.0,0.0,-2.8571459711814415,-63.15789504763707
ASPINWALL,0.697,3.61,1.52,1.6,1.22,1.45,1.28,-2.8409092180317725,30.502205725133543
DLF,1.93,2.57,1.29,1.59,1.48,1.65,1.6,-2.8110093396461604,148.73984648682494
PDSL,0.814,3.16,1.44,0.565,0.871,0.707,0.093,-2.8063954735641885,48.39362447955229
SURAJEST,0.0,3.15,1.17,0.0,0.0,0.0,0.0,-2.8024764621055556,-3.572499912415919
GANECOS,1.17,1.8,0.649,0.785,0.74,0.967,1.24,-2.779810863229198,7.841016705003432
GODREJCP,1.09,1.49,0.858,0.358,0.32,0.435,0.21,-2.7797844414922572,25.428052179514346
BFINVEST,0.627,3.36,2.16,0.256,0.658,1.47,-0.291,-2.7657025115397738,26.484892987883153
KMSUGAR,0.667,3.04,1.43,-0.05,1.16,0.711,0.096,-2.7607293046227817,13.416815376163942
IBULHSGFIN,2.59,4.34,1.94,1.66,2.41,2.45,3.14,-2.7510651604915712,104.34554365839772
AMJLAND,1.46,4.63,2.17,1.29,1.63,1.37,1.29,-2.723733483374797,67.037856238763
AZAD,0.0,2.75,1.47,0.0,0.0,0.0,0.0,-2.712067813840303,94.8487048835332
CERA,0.795,0.912,0.536,-0.092,0.592,0.618,0.165,-2.711155860311701,12.839786664236485
EMAMILTD,0.645,0.576,0.261,0.69,0.697,0.392,0.552,-2.6909261956712984,26.941100749197844
SPECIALITY,1.24,2.46,0.774,0.485,1.44,1.59,1.26,-2.6900355591532623,-7.223532284007353
CENTRALBK,0.843,5.19,2.8,1.24,1.36,0.722,0.21,-2.6706276127704287,165.05049888533776
TARSONS,0.0,2.3,0.475,1.14,0.925,1.02,0.422,-2.653305726062684,-20.2201594106261
RCOM,1.43,0.281,-0.0446,0.175,0.759,1.07,0.928,-2.6315764707211,27.58620434510447
TIMESGTY,1.1,-0.205,-0.063,-0.552,1.32,2.41,3.37,-2.6289696881439664,83.80149573275403
NEOGEN,0.323,1.04,0.562,0.086,0.58,0.87,0.764,-2.6165785037703553,2.070173614297508
MGEL,0.156,2.94,0.819,0.644,1.22,1.21,0.73,-2.612823073609525,17.142857142857142
NAGAFERT,1.09,1.68,0.624,0.722,0.875,1.18,0.982,-2.597404205893575,1.3513478682458595
SONACOMS,0.0,1.94,1.18,0.778,0.767,0.533,0.711,-2.587479609708807,57.958920639161015
KSHITIJPOL,0.0,1.39,0.529,0.81,0.634,0.713,0.964,-2.586208455769491,-67.34103847089287
ADANIENT,1.66,2.77,1.6,2.89,1.85,1.55,2.74,-2.579901625384194,90.01243610224216
HPAL,0.0,1.34,1.24,0.153,0.931,0.883,0.963,-2.5735321445035333,42.89565861946219
CALSOFT,1.53,0.575,0.41,2.97,2.58,2.24,1.98,-2.5714329310825894,23.5507174014946
LAXMICOT,0.0,4.19,2.28,0.996,0.533,0.467,0.972,-2.564106169380135,57.922075940417
RUSHIL,1.55,3.23,1.39,-0.15,1.23,0.993,0.794,-2.545291118219948,31.995752112494756
AARTISURF,0.0,2.38,1.14,1.51,1.47,1.71,1.73,-2.538071065989848,9.301098846586338
CONSOFINVT,0.979,2.47,1.41,1.6,1.24,1.24,2.11,-2.5190322190791545,135.5828346323107
SUMMITSEC,1.54,2.37,1.09,0.559,0.611,0.864,1.44,-2.519030587651403,126.71913783192174
SETCO,1.27,0.927,0.251,-0.084,0.778,0.877,0.946,-2.5157209316162716,11.510794427193687
YATRA,0.0,3.07,1.21,0.0,0.0,0.0,0.0,-2.504753978872044,13.134662917727615
SJS,0.0,1.38,1.02,0.83,0.988,0.952,-0.144,-2.4934236203687083,56.38349876826781
FACT,0.869,4.45,1.18,1.17,1.62,0.921,-0.174,-2.4897184346430077,209.378654634611
AGI,1.33,4.47,2.24,-0.349,1.16,1.64,1.59,-2.485936824795537,142.37530766993046
RUPA,1.33,2.42,1.13,0.862,1.09,0.952,1.39,-2.470524519672272,16.083756442666008
EDUCOMP,1.15,1.04,-0.42,2.52,1.12,1.21,3.43,-2.469139218312053,172.4137874335655
OCCL,1.05,1.04,0.685,0.393,0.514,0.526,0.566,-2.4572327159717395,2.657518922293066
BERGEPAINT,1.09,0.876,0.756,0.586,0.813,1.05,1.25,-2.4553121080386893,14.4737640173488
THEMISMED,1.04,1.59,1.62,1.7,1.26,0.566,0.504,-2.45036042523738,84.41754763763286
SBIN,1.42,1.12,1.03,1.2,1.25,1.22,1.22,-2.4491373057037173,49.065206415043875
SHALPAINTS,0.102,3.48,2.0,-0.119,0.322,0.607,-0.45,-2.439021089440359,18.20013916344121
PREMIERPOL,1.17,4.52,1.56,-0.316,0.668,0.669,1.18,-2.4286384170469333,135.8958955242147
APOLLOPIPE,0.855,2.04,1.07,0.282,0.67,0.443,1.63,-2.416963877558682,26.335016784381683
KIRIINDUS,1.36,3.06,0.692,0.756,1.18,1.41,1.26,-2.412545314167045,21.898541849343815
PANACEABIO,0.709,1.88,1.15,0.694,0.909,1.02,1.37,-2.38575469015481,25.37764515590077
VIMTALABS,0.746,1.7,0.717,0.38,0.68,0.902,0.678,-2.3826689619326973,40.04143851863934
AARTECH,0.0,1.67,0.511,0.0,0.0,0.0,0.0,-2.3711961237673593,42.03577328169173
PCJEWELLER,2.82,2.67,1.63,-0.203,0.995,1.54,4.87,-2.365417260988833,121.25693220768032
SONAMLTD,0.0,1.47,1.97,-0.0219,0.718,0.145,-1.94,-2.3550779055138222,107.84060489132428
MTNL,1.24,4.79,2.46,1.25,1.59,1.29,1.53,-2.342788608664641,111.19999186197916
AARTIPHARM,0.0,1.95,1.17,1.25,0.0,0.0,0.0,-2.3379192607763484,62.88092643901382
ADANIGREEN,1.42,3.34,1.52,2.99,1.17,0.783,2.83,-2.333884803963819,133.1964208073314
BHARATRAS,0.814,0.863,1.01,0.459,0.361,0.526,0.864,-2.3333331201763916,-5.211069164642813
BUTTERFLY,1.24,1.35,0.306,0.341,0.1,0.289,0.815,-2.3000384551505806,-29.51956656877731
PUNJABCHEM,1.08,3.03,0.972,0.191,0.868,0.796,1.13,-2.292434211942505,23.992988229377303
BDL,1.11,2.96,1.32,1.33,0.961,0.781,2.09,-2.252091420207145,82.08218041004727
SADHNANIQ,0.0,2.76,0.992,0.0,0.0,0.0,0.0,-2.241849945770138,-33.83078778972619
TARC,0.0,2.59,1.1,1.29,1.16,1.33,1.25,-2.2399472014987043,300.25127162169014
RITCO,0.0,4.68,1.81,1.84,0.0,0.0,1.6,-2.2249666107890262,44.21148505060623
KSCL,0.991,2.13,0.91,0.4,0.464,0.667,0.59,-2.2067921937796857,37.41733197378589
PNC,0.937,6.12,2.38,0.311,1.14,1.68,0.666,-2.206464159251254,81.69837910560265
NINSYS,0.0,2.94,1.44,-0.333,0.0,0.0,0.0,-2.2051523001307243,179.0540844654331
MCDOWELL-N,1.13,1.33,0.794,0.956,0.731,0.673,0.497,-2.1931282327708215,49.91114517064231
UNIPARTS,0.0,2.86,1.2,0.632,0.0,0.0,0.0,-2.192645277260935,7.394671637025127
IFBAGRO,1.62,2.4,1.16,1.04,1.13,1.14,1.09,-2.165674066053059,0.0110665910156846
JSWINFRA,0.0,3.7,1.69,0.0,0.0,0.0,0.0,-2.1654264757327493,59.40876995246689
UMAEXPORTS,0.0,0.067,0.949,1.76,1.11,1.11,0.974,-2.1630666052478555,118.85855736476545
MANAKCOAT,2.68,2.88,0.597,1.7,1.32,2.05,1.11,-2.16216010016364,132.05128126752606
UGROCAP,0.0,4.01,1.43,-0.061,0.861,1.01,0.714,-2.1521928673315793,59.125003814697266
NITCO,1.01,2.12,0.526,0.418,1.07,0.52,-0.088,-2.134148717139377,221.8044836745304
MAWANASUG,0.577,2.2,0.773,0.554,1.27,0.801,0.21,-2.1243554940495466,4.537906522815774
GILLANDERS,1.5,2.04,0.898,1.09,1.36,1.17,1.29,-2.124084920409506,38.309643138983645
LPDC,1.18,4.45,1.43,0.175,1.03,0.833,0.245,-2.1164001407603137,49.193552976840635
KANORICHEM,1.01,3.71,1.69,1.36,1.76,1.49,0.628,-2.1161851051932055,-2.3188431070458075
MODIRUBBER,0.784,1.72,1.17,0.445,0.696,0.595,-0.064,-2.1052631578947367,54.22885767275755
GUJALKALI,1.08,1.8,0.744,1.23,1.58,1.11,1.16,-2.096674476714532,29.05335066671919
ARENTERP,1.76,1.99,0.754,-0.633,0.341,0.705,1.73,-2.094811422726512,47.50830884777197
AVADHSUGAR,0.862,2.94,0.916,-0.167,0.959,0.851,0.231,-2.089918900617659,29.024334641536704
GENSOL,0.0,0.85,-0.431,0.0,0.0,0.0,0.0,-2.0774647011066674,122.92533864293551
APLLTD,0.392,2.43,1.45,0.882,0.559,0.583,0.434,-2.05399285052272,104.38695014926644
AMRUTANJAN,0.69,0.708,0.138,0.957,0.618,0.686,0.707,-2.04357258992299,7.476718742688837
POLYMED,0.679,1.82,1.19,0.829,0.548,0.389,0.744,-2.031186463436126,66.87179051351913
ZEEMEDIA,1.04,4.9,2.35,0.644,1.28,1.48,0.854,-2.0161290942816303,34.25413660177713
DCBBANK,1.39,3.15,1.62,1.48,1.38,1.6,1.51,-1.9999988262469952,22.304443385195825
DRREDDY,0.512,0.842,0.438,0.458,0.475,0.416,0.051,-1.9672235787957664,32.989314684797336
3IINFOLTD,0.0,5.64,2.56,0.642,1.33,1.98,1.07,-1.967216450008538,30.377896757884503
EVEREADY,0.883,0.602,0.472,0.742,0.665,0.71,0.552,-1.954781096143326,13.587960405648078
GHCL,1.03,2.01,1.36,1.06,0.7,0.427,0.117,-1.9155206286836937,-4.894423861410716
CENTUM,1.5,4.59,1.76,0.087,0.868,0.867,0.689,-1.905748244543273,133.9983969689686
NIPPOBATRY,1.23,2.72,0.985,0.11,0.755,0.837,1.3,-1.8984413146972656,88.43035791842281
SCI,1.11,3.88,1.29,1.21,0.87,0.671,1.76,-1.8972487274963767,173.2303429622119
NSIL,1.39,2.89,1.09,0.925,1.25,1.46,2.0,-1.8209888271562935,63.96419664394908
REMSONSIND,0.834,1.71,0.943,0.457,0.703,0.793,1.57,-1.8043036294540995,327.8572997797237
LICHSGFIN,1.18,2.55,1.22,1.32,1.39,1.44,1.05,-1.783538446193788,100.2343544904255
CORALFINAC,1.21,2.17,0.984,0.85,1.18,1.35,1.78,-1.7745349931964596,59.76230226883161
PIGL,0.0,4.22,1.62,1.28,0.484,0.638,0.396,-1.7621100956385516,6.443919093212752
FIBERWEB,0.0,4.3,1.03,0.893,0.928,0.459,0.504,-1.7543798233913537,8.011871518735088
UNIVPHOTO,0.413,1.26,0.584,0.594,0.657,0.447,0.539,-1.7519197195692136,0.3788820598910043
ZEEL,1.22,2.97,2.69,0.724,1.04,1.2,0.636,-1.74137174788761,-28.825039041612616
GAIL,0.712,2.14,1.57,1.22,0.639,0.594,0.732,-1.7259175673230174,86.62954675609842
63MOONS,2.31,2.54,1.62,1.73,2.31,1.88,3.09,-1.7245304953486835,156.88018411909457
ORIENTCEM,1.94,2.47,2.18,0.827,1.28,1.2,0.653,-1.720229922120078,81.49804653042449
BHARATGEAR,1.14,3.18,1.44,0.718,0.891,0.677,0.107,-1.7014036138471138,-0.5593751407531408
KAJARIACER,1.46,1.22,0.79,0.298,0.643,0.972,1.14,-1.6959792868236745,19.64928575128071
NUCLEUS,0.384,1.51,1.13,0.0192,0.925,0.52,-0.341,-1.6939426478046755,106.46719168185082
ZENITHSTL,2.22,1.76,0.481,0.565,-0.104,-1.18,-0.186,-1.6853890444890158,90.21739524794444
CYBERTECH,2.22,3.86,1.46,0.712,1.3,1.75,2.26,-1.6834058193397263,44.55058162620526
VLEGOV,0.0,3.41,0.33,0.0,0.0,0.0,0.0,-1.676826981261346,118.64406779661016
ICRA,0.248,1.37,0.509,0.508,0.432,0.372,0.382,-1.674460031173458,24.64975897480739
SUVENPHAR,1.25,2.21,1.19,0.986,0.684,0.784,1.16,-1.6388448851242414,38.400769458678056
CIPLA,0.423,1.11,0.0375,0.263,0.385,0.53,0.596,-1.6322187759879414,63.12085967899627
DCMSHRIRAM,0.987,2.31,1.24,-0.145,0.483,0.689,1.06,-1.6207455843247596,17.979388086940315
FDC,0.721,1.58,0.877,-0.131,0.271,0.524,1.26,-1.6102696318247185,69.88540457090609
ATUL,0.718,0.554,0.989,1.06,0.778,0.896,0.953,-1.5912172628986896,-13.69717073096372
MICEL,0.0,2.73,1.26,0.681,0.0,0.0,0.0,-1.5520997160207308,250.9881649390711
ANDHRAPAP,1.31,1.13,1.37,1.02,1.19,1.05,0.775,-1.5512853092716623,20.91026582917693
WINDMACHIN,1.47,4.61,2.5,1.88,1.43,1.49,2.27,-1.5441631218333771,98.50558884006794
RELIABLE,0.0,0.3,-0.08,0.2,-0.331,-0.801,-0.379,-1.5151515151515151,23.809523809523807
PARADEEP,0.0,2.88,0.589,0.479,0.0,0.0,0.0,-1.513159902472245,47.51486991251117
MANORG,0.0,2.41,0.815,0.877,1.18,1.07,1.22,-1.4835452066736672,-5.561813478043888
GMDCLTD,0.598,4.46,2.6,1.41,1.88,1.57,2.01,-1.482891280992554,207.52958653825488
VISHWARAJ,0.608,2.72,1.31,-0.356,0.76,0.774,0.149,-1.4749261872991517,9.508201724193135
BAJAJHIND,0.636,5.21,2.49,-0.0232,0.9,0.252,-0.452,-1.4727540169772564,150.56179630803038
BROOKS,0.861,2.63,1.66,0.92,1.15,0.694,1.43,-1.4667856387017657,69.30336479819897
RADIANTCMS,0.0,3.45,0.913,0.449,0.0,0.0,0.0,-1.466275659824047,-10.875331564986736
REPL,0.0,2.3,1.35,-0.165,0.667,0.766,0.498,-1.4632996615667293,23.27024599460323
TATAMOTORS,1.78,1.82,1.03,1.28,1.22,1.17,1.36,-1.4482873543927215,136.839481193989
RAJSREESUG,1.15,5.08,1.57,-0.11,1.18,0.804,1.33,-1.4450867689314282,64.7342860739045
EQUITASBNK,0.0,0.629,0.856,1.21,0.723,0.883,0.871,-1.4435012367290685,49.48977440584276
NAGREEKEXP,1.63,-0.648,1.41,0.6,0.634,0.426,2.47,-1.4409221585205658,92.84469928610254
HEROMOTOCO,0.824,1.5,0.937,0.919,0.89,0.6,0.732,-1.418302781181917,89.14869264953741
SIYSIL,0.988,3.36,1.25,0.893,0.819,0.765,0.894,-1.4001828226972362,6.116344842884349
ASHIANA,0.988,2.24,1.19,0.95,1.26,0.987,0.905,-1.3964706592345506,72.41089218052771
SHAH,2.05,2.09,0.98,0.822,0.676,1.06,1.76,-1.3888876011341835,24.561406003764837
UMANGDAIRY,1.31,5.13,2.54,0.725,1.01,1.0,1.31,-1.3736263736263736,48.71582811801732
PPL,0.819,4.02,1.98,0.67,0.741,0.571,1.09,-1.3597759120362765,167.3090077205968
INDIASHLTR,0.0,1.97,0.525,0.0,0.0,0.0,0.0,-1.3579502829017591,11.354869506121725
VIDHIING,0.714,2.15,0.859,0.344,0.867,0.851,0.313,-1.3504946146680783,35.703918722786646
GSS,0.064,2.03,1.96,0.239,-0.195,-0.505,0.671,-1.3251763704550013,-27.363681149769253
MPHASIS,1.12,1.78,1.09,1.44,1.47,1.62,1.22,-1.3206451599902236,41.98158359845932
STEELXIND,0.895,3.01,2.29,0.927,0.707,0.299,-0.234,-1.3201307874655843,-1.3201307874655843
KIRLPNU,0.0,2.14,0.623,0.0,0.0,0.0,0.0,-1.3195929358578251,14.949678566759044
TVSSCS,0.0,2.78,1.18,0.0,0.0,0.0,0.0,-1.3180067657281271,-12.462688085451648
INDIACEM,1.63,3.38,2.01,1.53,1.69,1.55,1.51,-1.3140604292150937,20.192054798467986
TTL,1.19,-2.63,0.665,-0.147,1.28,1.06,1.34,-1.3051277841195834,48.07562053608317
BSOFT,1.24,1.84,1.19,0.855,1.57,1.53,0.808,-1.2912560294281208,182.87628178262608
EASEMYTRIP,0.0,2.51,1.47,0.573,1.68,1.13,0.171,-1.2765924981299868,0.3613210930872743
SIGACHI,0.0,5.55,2.28,0.516,0.851,0.857,0.74,-1.2702915247170312,194.7745398129496
GMRINFRA,1.13,3.6,1.68,1.38,1.4,1.62,1.24,-1.2680097684393012,95.99542341087528
RISHABH,0.0,2.02,0.426,0.0,0.0,0.0,0.0,-1.2628476583703534,4.095677343216672
DCXINDIA,0.0,6.35,1.9,0.733,0.0,0.0,0.0,-1.255810168362403,94.83023441589364
ZYDUSWELL,0.306,0.605,0.397,0.356,0.366,0.256,-0.061,-1.2534208485644804,2.3569654737311394
RUBYMILLS,1.02,2.88,1.96,0.937,1.17,0.906,1.49,-1.2499971209831957,12.553766722320228
FIEMIND,1.03,3.02,1.34,1.38,1.22,0.93,0.233,-1.248742288820189,41.97932401976615
CANTABIL,1.04,2.27,1.31,1.25,1.01,0.807,0.81,-1.245753114382786,27.26954786894063
GRWRHITECH,0.0,3.22,1.12,-0.467,0.762,1.04,1.05,-1.2427619525515503,243.29601945649944
GANDHAR,0.0,1.74,1.19,0.0,0.0,0.0,0.0,-1.2364451642150216,-24.46914449020506
KKCL,0.408,2.22,1.04,0.118,1.18,0.738,1.11,-1.2323370648266052,72.1749823168056
HTMEDIA,1.15,3.63,2.39,1.81,1.65,1.54,1.1,-1.2259141277550831,69.87951876446094
PARAS,0.0,3.16,1.38,0.776,1.1,1.45,0.838,-1.2247182938621677,44.18224427554595
MAITHANALL,1.08,2.58,1.47,1.35,1.51,1.54,1.75,-1.212799925326871,31.126115187945935
RAMAPHO,0.0,1.56,0.864,0.725,0.0,0.0,0.0,-1.2067171973271982,-18.183789682631765
AETHER,0.0,1.13,0.468,-0.368,0.0,0.0,0.0,-1.20517738651989,-7.48877349698004
PROZONER,3.21,4.57,1.97,1.24,1.54,1.53,0.722,-1.1695950788175555,42.616025945091216
BSL,1.46,1.72,0.539,1.24,1.49,1.24,1.2,-1.1646853110437094,10.508776622242118
RELIGARE,1.67,1.11,0.682,0.0232,0.7,0.472,0.397,-1.1496719724444142,47.81058392809452
ADL,0.0,1.07,0.618,0.44,0.238,-0.0426,0.476,-1.137656408009944,38.70710201017796
EXIDEIND,1.25,2.56,1.37,0.94,1.02,1.2,1.52,-1.1365325843004186,79.5516206731938
AVALON,0.0,1.31,0.4,0.0,0.0,0.0,0.0,-1.1358120548196746,30.12563427489007
KANANIIND,0.65,3.61,1.41,0.263,0.39,-0.085,1.14,-1.1235891245119385,19.727895304983427
SUPRAJIT,1.23,2.2,0.988,1.15,0.945,0.906,0.383,-1.1136638584421643,23.720671820284945
L&TFH,1.86,2.13,1.11,1.49,1.52,1.43,1.65,-1.1062555438045851,105.82371069532432
NAVA,0.537,2.88,1.92,-0.384,1.67,0.678,-0.054,-1.105875538995178,127.86861379513904
IDFCFIRSTB,1.39,1.02,1.3,1.06,1.36,1.41,1.83,-1.1036192424268791,46.9034595342623
BANARBEADS,1.15,2.72,1.39,0.608,0.878,0.487,0.41,-1.0999984741210938,24.559193482690738
NATHBIOGEN,1.14,2.47,1.5,0.701,1.07,1.19,0.932,-1.084994094758064,24.601369706024247
BLS,1.65,5.29,2.23,0.995,0.976,0.07,0.999,-1.065466944623494,113.362193287634
RANEENGINE,0.827,1.6,-0.456,-0.25,0.597,0.637,0.642,-1.065189640684003,60.840444647660085
HAPPYFORGE,0.0,1.79,0.552,0.0,0.0,0.0,0.0,-1.036104687091821,-10.11835893359721
NTPC,0.827,2.44,1.5,1.12,0.746,1.0,1.46,-1.032801732597697,107.74817644236138
HEMIPROP,0.0,4.08,1.86,0.375,1.01,0.761,0.502,-1.027315905180749,140.85226925936612
DRCSYSTEMS,0.0,2.86,0.507,-0.165,0.0054,-0.348,1.3,-1.0256449381510415,25.05399022172804
HARRMALAYA,1.1,0.891,1.14,1.2,1.3,1.2,1.6,-1.0253506240197063,51.54818812695871
SEYAIND,0.0,-0.067,-0.251,0.483,0.749,1.19,0.308,-1.016260146842582,37.57061769428931
PVRINOX,1.45,2.45,0.984,0.792,0.831,1.04,0.756,-1.014358991472071,-9.100218302402457
HDIL,2.51,0.421,0.089,0.398,1.29,0.971,2.05,-0.990102749433508,69.49152268407268
ZIMLAB,0.0,1.86,0.963,-0.294,0.0,0.0,0.0,-0.9760859246342396,28.1743461686126
