Company_Name,Long_Term_Beta,Daily_One_Month_Range,Daily_Three_Month_Range,Weekly_One_Year_Range,Weekly_Two_Year_Range,two_Week_Two_Year_Range,Monthly_Two_Year_Range,1_month_return,12_month_return
BIRLAMONEY,1.16,3.13,0.873,0.7,1.13,0.865,0.619,7.673860911270983,136.56480125427566
PDMJEPAPER,1.57,2.99,2.35,0.053,0.928,1.04,0.855,7.674953104193538,82.0610800019685
SHREYANIND,1.29,2.23,1.21,0.452,1.34,1.09,1.27,7.746790824624431,55.676357144070096
SNOWMAN,1.51,2.96,1.53,1.02,1.3,1.36,1.96,7.764189301998736,130.97070935616492
RHIM,0.385,1.16,0.808,0.242,0.7,0.796,0.372,7.769047743752128,-0.3402889680698425
APTECHT,1.4,4.53,2.18,1.01,1.57,1.65,1.34,7.77369888264545,-15.814453087398803
PITTIENG,1.46,4.35,2.01,0.263,1.04,0.812,1.07,7.787194571330744,190.42099692556343
BAJAJ-AUTO,1.06,0.823,0.704,0.874,0.614,0.475,0.907,7.875594935193223,130.7923495559005
DEVIT,0.0,2.72,1.14,0.303,1.16,0.806,1.13,7.909831062692111,33.79064212906625
E2E,0.0,1.65,0.43,0.744,1.67,1.63,0.367,7.916261972933693,438.0266532352822
SECURCRED,0.0,3.33,2.14,0.323,0.78,-0.0284,0.188,7.93650809669511,-11.111115728270562
SIGMA,0.0,3.0,0.673,-0.46,-0.132,0.149,-0.415,7.940731274782972,140.76270841609286
DEEPAKFERT,0.498,2.27,0.848,1.01,1.67,1.66,1.75,7.941375847806306,0.0694900966313456
WHIRLPOOL,0.575,0.058,0.343,-0.447,0.3,0.446,0.433,7.947068454144553,2.5119456182951865
SERVOTECH,0.0,1.84,0.69,0.612,-0.214,-0.066,0.866,8.043977807292624,113.86024103292736
KIRLOSBROS,1.28,4.56,1.61,0.353,0.771,0.342,0.507,8.055545219265435,166.86754069468003
LAGNAM,0.0,3.3,1.5,0.865,1.43,1.28,1.13,8.095645471755814,135.55759470997037
VIPULLTD,0.907,2.02,0.757,0.166,0.577,0.751,0.803,8.108105485534535,166.66666666666669
IVP,0.981,2.49,0.587,1.7,1.46,1.11,0.319,8.125001733953303,45.71209353613891
PRESTIGE,1.46,1.41,1.27,1.49,1.18,1.39,1.98,8.136621063842897,212.44672295864683
SRF,1.12,1.19,0.857,0.676,0.859,0.827,1.14,8.177562197765848,9.220326326986076
NIRAJ,0.0,1.84,1.17,1.58,1.28,0.527,0.519,8.179721456792402,55.206614092361825
POLYCAB,1.16,1.26,0.891,0.751,0.869,1.05,0.674,8.208338774360648,81.99659938849166
BAJAJFINSV,1.92,0.593,0.787,1.06,1.34,1.73,2.11,8.219925905957757,31.230685246635975
TOUCHWOOD,0.278,-0.388,0.532,-1.45,-0.427,-0.53,-1.09,8.220642741464635,-11.675859167798112
ROTO,0.0,2.49,1.68,0.346,0.0,0.0,0.338,8.27149518925017,38.77551149666075
RICOAUTO,0.987,5.54,3.09,0.292,1.28,1.06,0.722,8.324326523789415,110.65172567070508
ARROWGREEN,0.453,2.96,1.18,0.296,0.811,0.527,-0.736,8.34378920953576,69.28053120328099
STARCEMENT,0.752,2.83,0.542,0.867,0.877,0.596,0.68,8.351179424921892,101.77226409130937
IRB,1.38,4.75,2.22,0.734,1.86,1.63,1.39,8.387091852003529,165.40213500452393
RRKABEL,0.0,0.437,0.709,0.0,0.0,0.0,0.0,8.402858548901298,65.3107944779465
CEREBRAINT,1.27,-0.57,-0.137,1.29,1.66,2.19,1.94,8.450702995658968,-3.1446541634962495
VBL,0.714,1.03,0.712,0.386,0.487,0.432,1.25,8.46651878034023,106.27205751775494
LANDMARK,0.0,2.78,1.87,1.14,0.0,0.0,0.0,8.46672916662336,45.14087406911095
MANALIPETC,0.719,2.83,1.2,0.395,1.28,1.03,0.434,8.470767292932848,5.236361416903409
ROML,0.0,2.04,0.636,-0.067,0.413,0.346,0.505,8.478264186693274,29.10737271890489
MANKIND,0.0,1.12,0.48,0.0,0.0,0.0,0.0,8.525604452985684,64.85621314095495
DIXON,1.42,1.8,1.02,1.21,1.53,1.38,1.56,8.537951883621101,161.6882739957446
CCHHL,1.5,1.53,0.717,1.85,1.1,1.51,1.84,8.540923793413647,117.85714285714286
LUMAXIND,0.47,0.357,0.702,0.302,0.765,0.858,-0.159,8.55758979264088,29.8140398172046
SHALBY,0.736,2.32,1.17,0.148,1.11,1.29,0.722,8.566784646077565,86.36971856824266
STEELCAS,0.0,0.326,0.056,0.333,0.839,0.576,1.24,8.637349521804369,40.45825060609943
POONAWALLA,1.0,-0.492,0.45,0.549,1.35,1.23,1.75,8.650067094677155,72.5633091815187
BSHSL,-0.825,4.22,1.17,1.77,0.084,-0.638,-4.04,8.664423367792509,-33.839005326332874
LATENTVIEW,0.0,4.01,2.05,0.177,1.13,1.38,1.16,8.678460683363284,60.48752578915849
ORTEL,2.37,1.17,-0.168,0.511,-0.238,-1.25,0.239,8.695654427396825,25.0
HINDNATGLS,1.06,1.21,-0.096,-0.612,0.189,0.623,1.6,8.728179883245526,104.69483584891437
BEPL,1.38,2.63,1.43,0.992,1.13,1.63,0.63,8.730585601603718,46.25359908983744
AGROPHOS,0.192,4.28,2.31,0.867,0.521,-0.616,1.41,8.745682785584078,40.83457846343536
TRU,0.0,3.3,1.3,0.248,0.0,0.0,0.0,8.771923633777142,10.71428350261053
GEOJITFSL,1.52,4.09,1.03,0.155,0.914,0.871,0.279,8.819442325168186,80.94688188137701
PRSMJOHNSN,1.09,1.53,1.25,0.37,0.788,1.03,1.49,8.866700278412416,68.16325977005386
INOXGREEN,0.0,2.76,1.53,1.2,0.0,0.0,0.0,8.901965571384803,251.51900279371043
5PAISA,1.29,2.57,0.753,0.757,0.842,1.07,1.22,8.912303207091664,99.94771757878364
ARVIND,1.79,2.33,1.51,0.524,1.42,1.38,1.32,8.92147140901531,240.27469986027097
AAREYDRUGS,0.0,1.29,0.899,0.154,0.99,1.39,1.44,8.93665315556154,69.542261171237
HCG,0.623,1.29,0.679,-0.223,0.464,0.564,0.134,8.947056922187217,35.97268896368769
LGBBROSLTD,0.876,0.82,0.656,0.838,1.03,1.29,0.391,8.998753971571425,61.79975828129407
AYMSYNTEX,1.79,4.32,0.878,0.903,0.981,0.804,0.555,9.001636511343074,42.918453998735856
SRHHYPOLTD,1.13,2.53,0.594,1.87,1.71,2.34,2.25,9.016929185014076,21.565727580865303
WANBURY,0.448,3.38,0.837,1.31,1.01,1.5,0.604,9.046540649157476,330.7197852943328
REFEX,1.73,2.28,1.41,2.36,1.78,2.08,1.99,9.05162770822966,149.00468229818705
INDOAMIN,0.0,3.19,1.85,0.426,0.0,0.0,2.47,9.056026688710524,74.35583570983513
AHL,0.0,1.31,0.958,0.51,0.0,0.0,0.0,9.063000902413169,56.27314249674479
IONEXCHANG,0.0,2.57,0.598,0.823,0.996,1.33,0.581,9.063165272975723,56.20961470025355
SURYODAY,0.0,4.56,1.72,1.1,1.03,0.938,1.55,9.08294586971222,86.19142005771565
KREBSBIO,1.41,1.38,0.555,-0.155,0.857,1.36,0.963,9.084197641221,-13.927743767594066
HINDMOTORS,1.29,4.04,2.12,0.06,0.738,0.383,-0.963,9.116019799753689,39.08450891044119
AJMERA,1.57,5.45,2.37,0.13,1.5,1.45,1.66,9.139865193502915,155.59458081853552
CIEINDIA,0.444,2.08,0.759,0.42,0.686,0.358,-0.158,9.164245021901133,33.69375091123978
HIKAL,1.4,1.49,0.399,0.407,0.82,1.04,1.3,9.17186108637578,4.460159256261878
BINANIIND,2.36,0.142,-0.0075,0.514,1.43,1.94,1.86,9.183669695999114,-34.35583338963067
HINDALCO,1.07,1.42,1.01,1.11,1.76,1.77,1.74,9.184067123009983,42.26931749045897
ADANIPOWER,2.15,2.78,1.47,1.72,1.48,0.782,2.44,9.209730568887885,229.66859131281288
CUMMINSIND,0.851,1.31,0.91,0.54,0.811,0.988,0.824,9.27110550500045,95.95678751071868
THEJO,0.0,2.9,1.2,0.066,1.1,1.37,1.21,9.293003957434628,83.42758283943965
SATINDLTD,0.0,3.1,1.37,0.819,0.0,0.0,0.0,9.303509575840566,63.747140139248934
JBCHEPHARM,0.553,1.51,0.584,0.475,0.669,0.508,0.807,9.405580801792828,76.7356523655261
MADHAV,1.39,0.171,0.102,0.385,0.758,0.619,0.895,9.433961924644258,9.8224888186483
JUBLPHARMA,1.65,2.06,1.24,0.757,1.14,1.19,1.62,9.44052541532042,122.430775436226
NIBL,1.77,0.61,1.02,1.03,0.973,1.12,2.17,9.45736197538154,92.37056405027292
RVNL,1.23,2.23,1.88,1.28,1.36,1.91,1.22,9.47150512062824,260.4470461371923
ANSALAPI,0.716,1.17,-0.0245,-0.156,0.105,0.083,0.938,9.478672814415797,13.235298105039748
SHANTIGEAR,0.322,2.85,1.19,0.742,1.04,0.756,1.08,9.530245344030588,53.62737185175496
AEROFLEX,0.0,3.5,0.942,0.0,0.0,0.0,0.0,9.530743102488776,-7.779477456809916
MEDANTA,0.0,1.43,-0.087,0.668,0.0,0.0,0.0,9.56085431496892,181.2911725706805
UNITECH,1.84,4.14,0.981,2.74,2.07,2.59,2.93,9.583330154418944,874.0740286142909
PSPPROJECT,0.469,2.37,0.83,0.417,0.633,0.491,-0.65,9.630414509054862,7.776386583461847
JPPOWER,1.98,3.13,1.69,0.737,1.62,1.38,1.54,9.6317325760997,242.4778770771216
PPLPHARMA,0.0,2.05,0.785,1.04,0.0,0.0,0.0,9.691293044961492,102.42062459390064
SAKHTISUG,0.37,4.17,1.42,-0.306,1.07,0.729,0.099,9.6960994581584,75.46296692842965
CHOLAHLDNG,0.664,1.73,0.612,1.02,0.666,0.699,0.383,9.711730993418223,105.55569252931886
BECTORFOOD,0.0,1.32,0.87,-0.374,0.875,0.9,0.684,9.715491784105335,97.36481905005122
PAR,0.0,1.89,0.738,-0.425,0.434,0.197,-0.672,9.734092785317248,64.54254975076948
ARIHANTSUP,1.78,3.11,2.4,0.974,1.41,1.49,3.0,9.746352715459263,61.29688535230048
SUMIT,1.01,2.22,0.646,2.12,1.62,1.88,3.97,9.752068637816375,96.15954067662028
FMNL,0.814,0.624,0.629,0.252,0.802,0.768,0.084,9.756095858998869,45.16128734544965
INDIGO,1.62,0.719,0.553,1.04,0.99,1.24,1.72,9.827710145673745,81.53547134369732
BURNPUR,2.15,2.17,0.838,0.657,1.14,0.472,1.82,9.836064164147052,27.619043986002605
IKIO,0.0,1.36,0.444,0.0,0.0,0.0,0.0,9.85517248144556,-22.99121077138628
HUBTOWN,2.0,3.16,0.382,0.67,1.35,1.22,1.26,9.896992502645867,326.1055901695957
HEADSUP,0.923,5.73,2.5,0.564,0.867,0.738,0.816,9.9314987514052,25.88234695733762
MARKER10,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0
JETFREIGHT,0.0,3.01,1.22,0.588,0.559,0.535,0.231,10.06945000938442,22.868223644765916
YATHARTH,0.0,2.13,0.667,0.0,0.0,0.0,0.0,10.076966244386943,37.09750002673773
TRACXN,0.0,3.09,1.67,1.41,0.0,0.0,0.0,10.192106043539171,46.557848790050535
MOTOGENFIN,0.338,0.764,0.934,0.769,0.92,0.835,-0.981,10.212761628712324,18.80733201129384
MAHLIFE,1.19,3.23,0.823,0.8,1.07,1.13,0.211,10.219855505403478,79.41560986914328
CHEMFAB,1.06,3.11,1.23,0.756,1.32,1.6,1.51,10.225209357096997,165.59405788136192
SBGLP,0.0,3.4,2.06,-0.085,0.0,0.0,0.0,10.254734783675737,384.56710937778143
SUPREMEIND,0.758,2.11,0.948,0.335,0.688,0.703,0.707,10.25663713861337,73.2708778055294
MAXHEALTH,0.0,0.326,-0.576,1.22,0.557,0.556,0.65,10.27537984537092,92.35051409254774
HINDZINC,0.705,1.62,0.699,0.766,0.538,0.506,1.0,10.319655667826924,15.74206896179108
IIFLSEC,1.49,4.79,1.58,1.04,1.21,1.26,0.808,10.32179567409118,178.6801754145791
SUPRIYA,0.0,3.23,0.85,0.419,1.37,1.5,1.14,10.327425051459072,80.44350918317062
LTTS,1.52,1.73,0.668,1.45,1.56,1.89,1.98,10.329005910663048,60.83360851001615
MALLCOM,0.0,2.68,0.69,0.421,0.662,0.686,-0.322,10.334145676276826,26.491835074752668
MAZDA,0.85,3.76,1.87,0.616,0.809,0.447,-0.062,10.39276907976526,131.7408106342428
SEMAC,0.626,-0.973,0.467,0.639,0.768,0.322,-0.098,10.402116284094104,126.04662152419112
CSLFINANCE,0.0,1.84,1.19,0.678,0.0,0.0,0.0,10.43647302531452,124.97082847141188
VINDHYATEL,0.874,2.8,1.21,0.778,0.827,0.75,0.156,10.451271186217202,47.078785793169075
IPCALAB,0.362,2.32,1.21,0.0202,0.187,0.222,0.437,10.494250885130365,62.54248539444287
SHRIRAMPPS,0.0,5.79,2.29,0.63,1.37,1.43,1.42,10.512937241291072,100.07675065324126
DMCC,0.0,2.03,1.42,0.0128,0.37,0.753,1.04,10.539710505660512,30.730624615544063
WILLAMAGOR,2.09,3.31,1.11,1.51,1.39,1.87,1.45,10.541313173182695,102.61096610945192
TGBHOTELS,2.32,2.36,1.73,0.972,1.01,1.34,0.96,10.631225299122638,83.97789245989273
CYIENT,0.972,1.69,1.09,0.545,0.795,0.958,1.07,10.63797683522005,109.2611994916814
SPARC,1.67,2.14,1.49,0.695,1.58,1.81,2.44,10.667343917796542,138.46575713043148
PARSVNATH,1.73,4.03,1.31,0.527,0.623,0.481,-0.309,10.714285714285714,123.02158885438736
HAL,1.46,2.68,1.25,1.61,1.23,1.42,1.96,10.783134038558078,166.43457765331976
RKEC,0.0,3.76,1.9,1.2,1.44,0.788,0.0486,10.807925557354023,93.7324631874582
HOMEFIRST,0.0,0.933,0.772,0.718,0.499,0.695,0.438,10.809090574788565,35.48516382123681
GLENMARK,0.682,2.17,1.28,1.49,1.11,1.12,0.527,10.92455417285952,112.62312363631332
SMSLIFE,0.708,0.0184,0.756,0.053,0.622,0.368,0.365,10.942827008120084,16.660708420700008
VINYLINDIA,1.85,3.41,1.31,1.56,1.33,1.94,2.28,10.953158284345168,1.1228992240612268
DCMSRIND,0.0,3.28,1.9,0.077,1.04,0.788,1.58,10.965265038940162,210.7197311088372
HONAUT,0.706,0.541,0.143,0.133,0.626,0.593,1.19,10.97002272385713,14.216566404834069
IMAGICAA,0.671,4.29,2.09,1.25,0.795,1.95,-1.02,10.986962307666808,101.35134786824588
AUBANK,1.34,0.769,0.518,0.833,0.672,0.856,1.89,11.018801923917795,13.822719595971932
CAPACITE,1.08,3.03,1.67,1.67,1.98,1.7,1.09,11.023773522114832,119.10707617571197
JITFINFRA,2.44,3.82,0.663,0.995,1.65,1.8,4.49,11.044281800211149,568.4585601679655
CGPOWER,1.64,-0.435,0.314,0.638,1.36,1.28,1.36,11.052350179607394,77.60659505017236
JINDALSTEL,1.6,2.85,1.92,1.14,1.29,1.39,1.83,11.07404772165156,69.06183691054443
GRINFRA,0.0,1.94,1.27,0.943,1.0,1.33,1.49,11.084248927407875,31.885181335137435
KOPRAN,0.873,2.42,1.35,0.554,1.32,1.32,1.44,11.095619961560011,122.01433876686752
GSFC,1.75,2.95,2.04,1.83,1.87,1.95,2.14,11.103445469647989,108.71473210046628
FCONSUMER,1.0,0.653,0.186,1.14,1.16,2.54,0.864,11.111114054550438,42.857145289985546
QUINTEGRA,0.0,-0.301,-0.153,0.0,0.0,0.0,0.0,11.111114054550438,122.22222810910088
PIDILITIND,1.13,0.713,0.863,0.495,0.95,1.02,1.44,11.153094903215065,29.75357299885936
ORTINLAB,0.0,1.99,0.698,0.163,0.689,0.941,1.43,11.170215248360137,7.179485223232171
RAMANEWS,0.906,4.41,2.29,1.03,1.15,1.26,0.803,11.200002034505207,75.94936464368072
TECHNOE,0.448,3.47,0.907,1.55,1.32,1.32,0.791,11.261618564803287,153.0353284049888
ZENTEC,0.954,2.16,1.09,0.54,1.21,0.874,0.352,11.276503445009109,219.2108142263439
ASAHIINDIA,0.751,0.891,0.317,0.691,1.07,0.84,0.058,11.348979148878772,30.39388343544468
SHREDIGCEM,1.54,2.5,1.12,0.176,1.05,0.837,0.664,11.372547523648132,78.33594523316454
PNBHOUSING,0.985,4.95,1.67,0.717,0.984,0.68,0.0191,11.418879115789364,66.74943279079055
CYBERMEDIA,0.0,-1.85,0.589,1.93,0.544,1.67,0.726,11.421905680413031,50.31446661593999
RADICO,1.09,0.167,0.23,0.79,0.693,0.401,0.612,11.42848300452039,46.28121662518255
SOUTHWEST,0.413,1.1,1.17,-0.849,0.327,0.774,0.097,11.570612713880658,-9.911187885074378
SOLARINDS,0.7,0.903,0.396,-0.204,0.385,0.172,0.596,11.575169289061762,133.8139296498765
ANIKINDS,1.73,0.715,0.544,0.221,1.17,0.599,0.731,11.587986486475424,66.4
OSWALGREEN,1.72,4.78,2.5,0.299,1.51,1.08,0.958,11.60714792556526,78.14727486534842
NRAIL,1.4,2.82,1.47,0.068,0.876,1.21,0.752,11.625755818941848,118.39601570680446
VEDL,1.05,3.05,1.65,1.23,1.57,1.32,1.73,11.63808140683786,33.50831514917398
DYNAMATECH,1.48,4.53,1.15,0.226,1.28,1.24,1.32,11.6451072076069,189.30988091291388
COSMOFIRST,0.903,1.68,0.804,-0.0405,1.05,0.978,0.47,11.70664084927491,-8.704422921842994
SJVN,0.623,4.54,3.21,1.16,0.938,0.903,1.14,11.716169394217246,319.8804532456593
3PLAND,0.0,1.21,1.73,0.0253,0.317,0.277,-0.182,11.7455152570157,47.94816658478388
TIMKEN,0.611,0.878,0.589,0.737,0.876,1.36,0.905,11.765592192955554,2.8482694206278096
ABMINTLLTD,0.0,4.76,1.46,0.318,0.13,-0.469,-0.263,11.780581351646076,38.727684339926654
JTEKTINDIA,1.29,4.69,2.0,1.15,1.29,0.98,0.998,11.813691039749472,72.93336087828204
YUKEN,0.0,1.91,1.73,0.912,1.0,1.08,0.64,11.832842963351432,59.57366981591788
TAJGVK,1.32,4.55,1.9,1.01,1.3,1.25,0.941,11.856690429941205,93.60236210864151
PREMIER,1.85,0.0392,-0.367,-0.746,0.363,-0.157,0.0476,11.864403355090849,43.47826177095873
CHEMBOND,0.772,1.16,0.719,1.4,0.933,1.05,1.17,11.902045320550467,97.90786861749162
IFGLEXPOR,1.04,3.27,1.4,1.32,1.14,1.17,1.47,11.958717877114765,163.77250249035885
MDL,0.0,-0.223,0.0015,1.22,0.0,0.0,0.0,11.966293849302142,149.1250038146973
ICICIPRULI,1.03,1.53,0.953,0.594,0.683,0.752,1.39,11.973990668466673,41.662555560940184
SURANAT&P,1.54,0.817,-0.258,1.02,1.44,1.91,1.11,12.000004695012018,92.59260455323486
GNFC,1.1,1.59,1.28,1.55,1.43,1.44,1.7,12.094097591861876,40.288260266594136
MANORAMA,0.0,5.74,1.67,1.17,0.0,0.0,0.0,12.112819280838028,-57.85088641826923
ARMANFIN,0.803,1.91,1.3,0.204,0.802,1.05,0.639,12.15490635492008,51.77491033295458
SGIL,0.0,3.4,1.22,1.14,0.916,1.24,1.32,12.168248626330035,192.00000493213383
PRAXIS,0.0,3.06,0.88,-0.568,0.714,1.55,1.74,12.195121951219512,52.72821319643811
ACE,1.36,7.8,2.66,0.248,1.41,0.874,0.303,12.201470761517925,289.05358404844515
EIHOTEL,1.37,2.87,1.5,0.572,1.35,1.3,1.23,12.26282662262337,187.8856176293658
SANWARIA,1.02,1.3,-0.126,-0.336,0.992,0.483,-0.29,12.499995343387196,-25.000004967053535
PIXTRANS,0.0,1.29,0.113,0.753,0.0,0.0,1.89,12.51278728236633,82.72592382178365
BASF,1.1,2.17,0.546,0.949,0.655,1.04,0.974,12.578364315371624,57.28962323402694
POWERINDIA,0.411,2.01,0.814,0.0031,0.091,0.255,0.633,12.579618792882712,121.11307433214591
DHANI,2.56,2.33,1.94,0.254,2.27,2.92,3.12,12.63020385781114,6.658448369270981
OBEROIRLTY,1.6,0.79,0.821,1.19,1.06,1.16,1.56,12.68301898841962,81.19138164740676
TFL,0.0,1.24,0.488,1.78,1.04,1.17,1.6,12.727269259366125,43.352603067942844
BAJEL,0.0,2.4,1.79,0.0,0.0,0.0,0.0,12.855009189866248,19.210526315789473
FIVESTAR,0.0,2.63,0.739,-0.214,0.0,0.0,0.0,12.868193756199876,38.98149446345528
NAUKRI,1.14,1.64,1.07,1.76,1.67,1.74,1.16,12.98344711380763,52.26658305882588
HINDCOPPER,1.54,4.39,2.13,1.37,1.71,1.82,2.68,13.023661313403812,230.2794849130888
COFFEEDAY,0.837,3.01,1.78,1.06,1.45,2.12,0.831,13.063063063063062,95.787836173924
OMAXAUTO,0.486,1.84,1.05,1.57,1.27,0.994,0.736,13.190474737258183,206.70967348160283
ONMOBILE,0.521,4.91,1.9,0.666,1.3,1.09,0.446,13.274336834718328,27.705287796798373
NKIND,0.0,0.143,-0.179,-0.883,0.218,-0.431,-2.19,13.30049261083744,43.391526653319346
SETUINFRA,2.31,1.89,0.625,-0.415,1.26,1.5,2.03,13.33333651224772,-19.047613100670095
CENTURYTEX,1.61,4.69,1.88,1.05,1.54,1.73,1.51,13.364343947982524,160.33247529634724
OFSS,0.719,2.06,1.13,-0.261,0.681,0.882,0.786,13.444595643964142,186.05475049484653
BAJFINANCE,1.83,0.0065,0.802,0.999,1.25,1.5,1.51,13.462464360892596,25.078386074578415
SECMARK,0.0,0.1,0.378,0.0,0.0,0.0,0.0,13.479625848740271,15.347845686726124
AGRITECH,1.18,4.16,1.21,-0.777,1.07,0.731,0.324,13.487633155161223,118.09815582405965
IGPL,1.47,1.62,0.834,0.593,0.891,0.731,1.02,13.556437889960296,8.851677531004414
PANACHE,0.313,0.303,1.01,0.164,0.848,0.748,1.28,13.571428571428571,23.065018386723153
QUESS,1.67,2.22,0.444,0.89,1.02,0.936,0.397,13.594965971717537,56.168805403563006
SCHNEIDER,1.14,3.91,0.917,1.83,1.39,1.06,0.945,13.674104956498956,383.2719640862982
EPIGRAL,0.0,2.43,1.01,0.791,1.35,0.8,0.308,13.679602379009456,34.24126527433663
AAKASH,0.0,1.46,0.0011,3.1,1.43,0.57,0.265,13.725496062587217,75.75758407704879
FINPIPE,1.26,1.91,1.34,0.945,1.48,1.26,0.803,13.845467103644596,49.442228199468666
RPPINFRA,1.34,0.79,0.426,0.691,1.05,1.08,1.18,13.847585257598782,189.9408284023669
AUSOMENT,0.713,5.44,2.3,-0.315,0.562,0.319,1.4,13.912015207987183,58.74068844067687
FORTIS,0.645,2.05,0.577,0.823,0.948,1.01,1.24,14.030279076914573,71.36553229053763
TPLPLASTEH,0.701,4.6,2.06,0.342,1.6,0.604,-0.588,14.113878535875717,135.9867410484142
TREJHARA,2.07,1.06,1.07,0.65,1.75,1.65,2.11,14.136616054330169,211.12068439352103
VMART,1.14,0.895,0.105,0.444,0.716,1.09,1.79,14.1397966024681,1.6319422761639046
MMP,1.61,2.77,1.84,0.388,0.755,0.903,0.673,14.140447137548437,114.68784240727408
GRPLTD,0.601,0.151,0.512,0.705,0.157,0.784,1.23,14.27806900367012,146.59275860663374
HGINFRA,1.19,1.43,0.753,0.704,1.04,0.653,0.0096,14.331002212352232,34.17743170892239
SHAKTIPUMP,1.07,1.2,1.18,-0.531,0.79,0.391,-0.918,14.369808874019638,238.71006364395703
CREATIVE,0.412,3.0,0.11,0.542,1.29,0.698,0.994,14.385863168990232,88.64202314036321
CINEVISTA,0.648,4.36,2.22,-0.039,0.421,0.083,0.933,14.395882402204013,74.50980392156863
SAMBHAAV,0.336,2.17,0.287,-0.0238,0.898,1.55,0.917,14.678903096011908,104.91803599057488
CUB,1.19,2.04,1.24,1.64,1.49,1.49,1.44,14.6855663395669,27.15860232230437
STYRENIX,1.75,1.12,1.03,-0.629,0.591,1.18,0.928,14.739972096141344,99.30313275984916
ARCHIDPLY,0.908,3.7,1.16,0.1,1.3,1.07,1.85,14.74680047303096,72.5522987014579
RAJTV,0.63,3.33,0.39,0.229,1.71,1.78,2.03,14.861464991103842,53.53535958981086
ZOMATO,0.0,1.89,1.02,0.985,1.47,1.34,0.683,14.862823629381738,268.47194814077784
TARAPUR,0.0,-0.757,-0.379,0.345,0.541,0.35,0.699,14.864863384544998,157.57576129762708
GLOBALVECT,0.907,0.817,1.21,0.731,0.706,0.853,0.662,14.900810139307788,152.97399262742385
SHREYAS,1.78,2.22,1.13,1.41,1.43,1.48,0.691,14.944273275145637,13.953923317715011
ASIANHOTNR,0.665,2.26,0.401,-0.0178,1.13,1.68,-0.518,14.950300637580764,-4.303210770391545
ESSARSHPNG,1.69,2.28,0.971,3.27,1.56,2.31,2.61,14.97889925223888,216.86045106131752
VOLTAS,1.12,1.21,0.95,0.327,1.02,0.947,0.513,15.023108872911624,51.41977573378204
LTFOODS,1.19,4.75,1.95,1.12,0.812,0.362,0.924,15.071169924572263,27.09617618690004
VSSL,0.986,0.556,0.508,0.195,0.91,0.494,-0.109,15.165395955093034,9.42940024769707
SILGO,0.0,1.29,-0.144,1.79,1.06,1.05,1.07,15.192310626690205,79.87988858334397
SMSPHARMA,1.27,5.28,1.3,-0.66,0.718,0.876,1.18,15.231973689036272,194.49999128069197
UNIVCABLES,0.955,2.08,0.93,1.07,1.13,1.12,0.514,15.247267667591622,19.76317882890733
KPIL,0.914,1.96,1.05,1.22,0.778,0.492,0.872,15.338618444096516,122.16355265134408
VOLTAMP,0.343,3.51,1.69,0.679,1.06,0.962,0.095,15.36717977033995,249.2041969318952
SATIN,1.33,3.38,1.42,0.184,1.32,1.37,1.14,15.372240813416852,79.12951408130981
VAISHALI,-0.328,0.893,0.699,1.06,0.707,0.675,0.316,15.389945891329074,14.674477400907223
KAVVERITEL,0.0,0.162,0.266,1.12,0.3,1.58,1.76,15.447151130627404,158.18181471391156
CROWN,0.0,0.7,0.637,0.944,1.05,1.77,2.44,15.490192659094888,442.4999839381168
SOTL,1.1,2.35,0.608,0.353,0.894,1.15,1.66,15.523331846063067,88.5532894580024
FRETAIL,1.7,-0.233,-0.309,0.955,0.293,0.101,-0.165,15.909086229387496,1.9999980926513672
TRITURBINE,1.34,0.239,0.868,1.61,1.22,0.75,1.59,15.950478901496712,67.51652840242876
SCHAEFFLER,0.506,0.706,0.738,0.765,0.946,1.22,0.813,15.960301495449777,13.26027491303574
JIOFIN,0.0,1.82,1.3,0.0,0.0,0.0,0.0,16.008703153811812,49.93974341447445
RUCHINFRA,2.93,1.5,0.902,0.838,0.926,1.08,-0.074,16.04938949928408,67.85715502135663
COMPUSOFT,1.72,4.39,1.63,-0.176,0.596,0.931,1.21,16.081332732571383,66.5782439420939
CARBORUNIV,1.15,1.02,0.618,0.654,0.57,0.729,0.357,16.165626413005356,28.989015281006903
UNOMINDA,1.08,1.06,0.745,1.03,0.722,0.963,0.58,16.264579216884893,56.991729396149815
VISHNU,0.229,2.01,0.752,1.21,1.27,1.16,0.44,16.27296587926509,8.631680029311243
HESTERBIO,0.719,0.267,0.421,0.245,0.352,0.388,0.368,16.30364578637757,-6.581118325708609
CHOLAFIN,1.09,1.45,0.896,1.29,1.15,1.46,1.32,16.31005788690919,55.85064351543818
MBLINFRA,0.983,2.0,1.34,1.35,1.49,1.16,-0.0374,16.34198942073823,218.9910907011606
ALMONDZ,1.55,2.05,1.1,-0.463,0.528,0.344,1.03,16.343354726964982,78.09947983047451
MAXESTATES,0.0,1.65,0.926,0.0,0.0,0.0,0.0,16.355753871569014,9.079672607450885
PRAKASHSTL,3.22,2.68,0.539,1.13,1.26,1.64,1.9,16.363640987511836,131.3253050809813
AMDIND,1.4,1.23,0.678,1.48,2.19,1.63,1.1,16.40167874771182,27.614684498638187
BBL,0.829,3.36,1.46,1.47,1.53,1.16,0.687,16.479317545652464,144.39265405052672
NUVAMA,0.0,2.4,1.67,0.0,0.0,0.0,0.0,16.530183586093802,89.81818181818181
